,select,amazon_url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12
856,True,https://www.amazon.com/Microeconomics/b?ie=UTF8&node=154865011,Kindle Store,Kindle eBooks,Business & Money,Economics,Microeconomics,,,,
857,True,https://www.amazon.com/Money-Monetary-Policy/b?ie=UTF8&node=154866011,Kindle Store,Kindle eBooks,Business & Money,Economics,Money & Monetary Policy,,,,
858,True,https://www.amazon.com/Public-Finance/b?ie=UTF8&node=154867011,Kindle Store,Kindle eBooks,Business & Money,Economics,Public Finance,,,,
859,True,https://www.amazon.com/Statistics-Economics/b?ie=UTF8&node=154868011,Kindle Store,Kindle eBooks,Business & Money,Economics,Statistics,,,,
860,True,https://www.amazon.com/Sustainable-Development-Economics/b?ie=UTF8&node=154869011,Kindle Store,Kindle eBooks,Business & Money,Economics,Sustainable Development,,,,
861,True,https://www.amazon.com/Economic-Theory/b?ie=UTF8&node=154870011,Kindle Store,Kindle eBooks,Business & Money,Economics,Theory,,,,
862,True,https://www.amazon.com/Urban-Regional-Economics/b?ie=UTF8&node=154871011,Kindle Store,Kindle eBooks,Business & Money,Economics,Urban & Regional,,,,
863,True,https://www.amazon.com/Reference-Business-Investing-eBooks-Kindle/b?ie=UTF8&node=154990011,Kindle Store,Kindle eBooks,Business & Money,Education & Reference,,,,,
864,True,https://www.amazon.com/Business-Law/b?ie=UTF8&node=154991011,Kindle Store,Kindle eBooks,Business & Money,Education & Reference,Business Law,,,,
865,True,https://www.amazon.com/Business-Mathematics-Skills/b?ie=UTF8&node=8493817011,Kindle Store,Kindle eBooks,Business & Money,Education & Reference,Business Mathematics,,,,
866,True,https://www.amazon.com/Business-Office-Skills/b?ie=UTF8&node=154996011,Kindle Store,Kindle eBooks,Business & Money,Education & Reference,Business Skills,,,,
867,True,https://www.amazon.com/Business-Education/b?ie=UTF8&node=154992011,Kindle Store,Kindle eBooks,Business & Money,Education & Reference,Education,,,,
868,True,https://www.amazon.com/GMAT-Test-Guides/b?ie=UTF8&node=158172011,Kindle Store,Kindle eBooks,Business & Money,Education & Reference,GMAT,,,,
869,True,https://www.amazon.com/Shopping-Commerce-Reference/b?ie=UTF8&node=154997011,Kindle Store,Kindle eBooks,Business & Money,Education & Reference,Shopping & Commerce,,,,
870,True,https://www.amazon.com/Small-Business-Entrepreneurship-eBooks-Kindle/b?ie=UTF8&node=154999011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,,,,,
871,True,https://www.amazon.com/Small-Business-Bookkeeping/b?ie=UTF8&node=155000011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Bookkeeping,,,,
872,True,https://www.amazon.com/Entrepreneurship-Small-Business-eBooks-Kindle/b?ie=UTF8&node=155002011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Entrepreneurship,,,,
873,True,https://www.amazon.com/Entrepreneurship-Advertising/b?ie=UTF8&node=8493728011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Entrepreneurship,Advertising,,,
874,True,https://www.amazon.com/Entrepreneurship-Management/b?ie=UTF8&node=8493730011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Entrepreneurship,Management,,,
875,True,https://www.amazon.com/Startups/b?ie=UTF8&node=8493731011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Entrepreneurship,Startups,,,
876,True,https://www.amazon.com/Small-Business-Franchise/b?ie=UTF8&node=155003011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Franchises,,,,
877,True,https://www.amazon.com/Small-Business-Entrepreneurship-eBooks-Kindle/b?ie=UTF8&node=155005011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Franchises,Home-Based,,,
878,True,https://www.amazon.com/Home-Based-Business-Advertising/b?ie=UTF8&node=8493805011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Franchises,Home-Based,Advertising,,
879,True,https://www.amazon.com/Home-Based-Business-Sales-Selling/b?ie=UTF8&node=8493811011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Franchises,Home-Based,Sales & Selling,,
880,True,https://www.amazon.com/Mail-Order-Small-Businesses/b?ie=UTF8&node=155007011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Franchises,Mail Order,,,
881,True,https://www.amazon.com/Marketing-Small-Businesses/b?ie=UTF8&node=8493734011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Franchises,Marketing,,,
882,True,https://www.amazon.com/Small-Business/b?ie=UTF8&node=8493737011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Franchises,Small Business,,,
883,True,https://www.amazon.com/Starting-a-Business/b?ie=UTF8&node=8493738011,Kindle Store,Kindle eBooks,Business & Money,Entrepreneurship & Small Business,Franchises,Starting a Business,,,
884,True,https://www.amazon.com/Finance-Business-Investing-eBooks-Kindle/b?ie=UTF8&node=154872011,Kindle Store,Kindle eBooks,Business & Money,Finance,,,,,
885,True,https://www.amazon.com/Budgeting/b?ie=UTF8&node=154873011,Kindle Store,Kindle eBooks,Business & Money,Finance,Budgeting,,,,
886,True,https://www.amazon.com/Corporate-Finance/b?ie=UTF8&node=154874011,Kindle Store,Kindle eBooks,Business & Money,Finance,Budgeting,Corporate Finance,,,
887,True,https://www.amazon.com/Financial-Engineering/b?ie=UTF8&node=8493742011,Kindle Store,Kindle eBooks,Business & Money,Finance,Budgeting,Corporate Finance,Financial Engineering,,
888,True,https://www.amazon.com/Financial-Risk-Management/b?ie=UTF8&node=8493743011,Kindle Store,Kindle eBooks,Business & Money,Finance,Budgeting,Corporate Finance,Financial Engineering,Financial Risk Management,
889,True,https://www.amazon.com/Wealth-Management/b?ie=UTF8&node=8493744011,Kindle Store,Kindle eBooks,Business & Money,Finance,Budgeting,Corporate Finance,Financial Engineering,Wealth Management,
890,True,https://www.amazon.com/Green-Business/b?ie=UTF8&node=8493746011,Kindle Store,Kindle eBooks,Business & Money,Green Business,,,,,
891,True,https://www.amazon.com/Industries-Professions-Business-Investing-eBooks/b?ie=UTF8&node=154879011,Kindle Store,Kindle eBooks,Business & Money,Industries,,,,,
892,True,https://www.amazon.com/Agriculture-Industry/b?ie=UTF8&node=8493749011,Kindle Store,Kindle eBooks,Business & Money,Industries,Agriculture,,,,
893,True,https://www.amazon.com/Automobile-Industry/b?ie=UTF8&node=8493753011,Kindle Store,Kindle eBooks,Business & Money,Industries,Automobile Industry,,,,
894,True,https://www.amazon.com/Banks-Banking/b?ie=UTF8&node=154892011,Kindle Store,Kindle eBooks,Business & Money,Industries,Banks & Banking,,,,
895,True,https://www.amazon.com/Business-Consulting/b?ie=UTF8&node=154893011,Kindle Store,Kindle eBooks,Business & Money,Industries,Consulting,,,,
896,True,https://www.amazon.com/Business-Money-Customer-Service-eBooks-Kindle/b?ie=UTF8&node=154894011,Kindle Store,Kindle eBooks,Business & Money,Industries,Customer Relations,,,,
897,True,https://www.amazon.com/Industries-Professions-Business-Investing-eBooks/b?ie=UTF8&node=154895011,Kindle Store,Kindle eBooks,Business & Money,Industries,E-commerce,,,,
898,True,https://www.amazon.com/Auctions-Small-Business/b?ie=UTF8&node=8493757011,Kindle Store,Kindle eBooks,Business & Money,Industries,E-commerce,Auctions & Small Business,,,
899,True,https://www.amazon.com/Internet-Marketing/b?ie=UTF8&node=8493758011,Kindle Store,Kindle eBooks,Business & Money,Industries,E-commerce,Marketing,,,
900,True,https://www.amazon.com/Online-Banking/b?ie=UTF8&node=154897011,Kindle Store,Kindle eBooks,Business & Money,Industries,E-commerce,Marketing,Online Banking,,
901,True,https://www.amazon.com/Online-Trading/b?ie=UTF8&node=154898011,Kindle Store,Kindle eBooks,Business & Money,Industries,E-commerce,Marketing,Online Trading,,
902,True,https://www.amazon.com/Fashion-Textile-Industry/b?ie=UTF8&node=8493759011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,,,,
903,True,https://www.amazon.com/Financial-Services/b?ie=UTF8&node=8493760011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,,,
904,True,https://www.amazon.com/Hospitality-Travel-Tourism/b?ie=UTF8&node=154901011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,"Hospitality, Travel & Tourism",,
905,True,https://www.amazon.com/Human-Resources-Personnel-Management/b?ie=UTF8&node=154902011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Human Resources & Personnel Management,,
906,True,https://www.amazon.com/Information-Management/b?ie=UTF8&node=154927011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Information Management,,
907,True,https://www.amazon.com/Insurance/b?ie=UTF8&node=154903011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Insurance,,
908,True,https://www.amazon.com/Automotive-Insurance/b?ie=UTF8&node=157334011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Insurance,Automobile,
909,True,https://www.amazon.com/Business-Insurance/b?ie=UTF8&node=154904011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Insurance,Business,
910,True,https://www.amazon.com/Casualty-Insurance/b?ie=UTF8&node=154905011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Insurance,Casualty,
911,True,https://www.amazon.com/Health-Insurance/b?ie=UTF8&node=154923011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Insurance,Health,
912,True,https://www.amazon.com/Liability-Insurance/b?ie=UTF8&node=154924011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Insurance,Liability,
913,True,https://www.amazon.com/Life-Insurance/b?ie=UTF8&node=154925011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Insurance,Life,
914,True,https://www.amazon.com/Property-Insurance/b?ie=UTF8&node=8493761011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Insurance,Property,
915,True,https://www.amazon.com/Risk-Management/b?ie=UTF8&node=154926011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Insurance,Risk Management,
916,True,https://www.amazon.com/Manufacturing-Industry/b?ie=UTF8&node=8493763011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Manufacturing,,
917,True,https://www.amazon.com/Media-Communications-Industry/b?ie=UTF8&node=8493764011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Media & Communications,,
918,True,https://www.amazon.com/Museum-Administration-Museology/b?ie=UTF8&node=8493765011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,,
919,True,https://www.amazon.com/Natural-Resource-Extraction-Industry/b?ie=UTF8&node=8493762011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Natural Resource Extraction,
920,True,https://www.amazon.com/Nonprofit-Organizations-Charities/b?ie=UTF8&node=154928011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Nonprofit Organizations & Charities,
921,True,https://www.amazon.com/Oil-Energy-Industry/b?ie=UTF8&node=8493770011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Oil & Energy,
922,True,https://www.amazon.com/Park-Recreation-Management/b?ie=UTF8&node=8493771011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Park & Recreation Management,
923,True,https://www.amazon.com/Pharmaceutical-Biotechnology-Industry/b?ie=UTF8&node=8493773011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Pharmaceutical & Biotechnology,
924,True,https://www.amazon.com/Purchasing-Buying-Industry/b?ie=UTF8&node=154929011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Purchasing & Buying,
925,True,https://www.amazon.com/Restaurant-Food-Industry/b?ie=UTF8&node=8493776011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Restaurant & Food,
926,True,https://www.amazon.com/Retailing-Industry/b?ie=UTF8&node=154936011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Retailing,
927,True,https://www.amazon.com/Service-Industry/b?ie=UTF8&node=8493777011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Service,
928,True,https://www.amazon.com/Sports-Entertainment-Industry/b?ie=UTF8&node=8493778011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Sports & Entertainment,
929,True,https://www.amazon.com/Transportation-Industry/b?ie=UTF8&node=8493781011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Financial Services,Museum Administration & Museology,Transportation,
930,True,https://www.amazon.com/International-Business-Money/b?ie=UTF8&node=154937011,Kindle Store,Kindle eBooks,Business & Money,International,,,,,
931,True,https://www.amazon.com/International-Economics/b?ie=UTF8&node=8493782011,Kindle Store,Kindle eBooks,Business & Money,International,Economics,,,,
932,True,https://www.amazon.com/Exports-Imports/b?ie=UTF8&node=154858011,Kindle Store,Kindle eBooks,Business & Money,International,Exports & Imports,,,,
933,True,https://www.amazon.com/Foreign-Exchange/b?ie=UTF8&node=154876011,Kindle Store,Kindle eBooks,Business & Money,International,Foreign Exchange,,,,
934,True,https://www.amazon.com/Global-Marketing/b?ie=UTF8&node=154973011,Kindle Store,Kindle eBooks,Business & Money,International,Global Marketing,,,,
935,True,https://www.amazon.com/Investing-Business-eBooks-Kindle/b?ie=UTF8&node=154940011,Kindle Store,Kindle eBooks,Business & Money,Investing,,,,,
936,True,https://www.amazon.com/Analysis-Trading-Investing-Strategies/b?ie=UTF8&node=8493783011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,,,,
937,True,https://www.amazon.com/Bonds-Investing/b?ie=UTF8&node=154941011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Bonds,,,
938,True,https://www.amazon.com/Commodities-Trading/b?ie=UTF8&node=154942011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Commodities,,,
939,True,https://www.amazon.com/Crowdfunding/b?ie=UTF8&node=8493786011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Crowdfunding,,,
940,True,https://www.amazon.com/Derivatives/b?ie=UTF8&node=8493787011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Crowdfunding,Derivatives,,
941,True,https://www.amazon.com/Futures-Trading/b?ie=UTF8&node=154943011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Crowdfunding,Derivatives,Futures,
942,True,https://www.amazon.com/Investing-Basics/b?ie=UTF8&node=154945011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Crowdfunding,Derivatives,Investing Basics,
943,True,https://www.amazon.com/Mutual-Funds-Investing/b?ie=UTF8&node=154946011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Crowdfunding,Derivatives,Mutual Funds,
944,True,https://www.amazon.com/Options-Trading/b?ie=UTF8&node=154947011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Crowdfunding,Derivatives,Options,
945,True,https://www.amazon.com/Investing-Portfolio-Management/b?ie=UTF8&node=8493788011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Crowdfunding,Derivatives,Portfolio Management,
946,True,https://www.amazon.com/Stock-Market-Investing/b?ie=UTF8&node=154948011,Kindle Store,Kindle eBooks,Business & Money,Investing,Analysis & Trading Strategies,Crowdfunding,Derivatives,Stocks,
947,True,https://www.amazon.com/Careers-Business-Investing-eBooks-Kindle/b?ie=UTF8&node=154839011,Kindle Store,Kindle eBooks,Business & Money,Job Hunting & Careers,,,,,
948,True,https://www.amazon.com/Business-School-Guides/b?ie=UTF8&node=158153011,Kindle Store,Kindle eBooks,Business & Money,Job Hunting & Careers,Business School Guides,,,,
949,True,https://www.amazon.com/Career-Guides-Business-Investing-eBooks/b?ie=UTF8&node=154841011,Kindle Store,Kindle eBooks,Business & Money,Job Hunting & Careers,Career Guides,,,,
950,True,https://www.amazon.com/Internships/b?ie=UTF8&node=8493789011,Kindle Store,Kindle eBooks,Business & Money,Job Hunting & Careers,Internships,,,,
951,True,https://www.amazon.com/Job-Interviewing/b?ie=UTF8&node=154845011,Kindle Store,Kindle eBooks,Business & Money,Job Hunting & Careers,Interviewing,,,,
952,True,https://www.amazon.com/Job-Hunting/b?ie=UTF8&node=154842011,Kindle Store,Kindle eBooks,Business & Money,Job Hunting & Careers,Job Hunting,,,,
953,True,https://www.amazon.com/Job-Resumes/b?ie=UTF8&node=154846011,Kindle Store,Kindle eBooks,Business & Money,Job Hunting & Careers,Resumes,,,,
954,True,https://www.amazon.com/Vocational-Guidance/b?ie=UTF8&node=154847011,Kindle Store,Kindle eBooks,Business & Money,Job Hunting & Careers,Vocational Guidance,,,,
955,True,https://www.amazon.com/Volunteer-Work/b?ie=UTF8&node=154848011,Kindle Store,Kindle eBooks,Business & Money,Job Hunting & Careers,Volunteer Work,,,,
956,True,https://www.amazon.com/Management-Leadership-Business-Investing-eBooks/b?ie=UTF8&node=154949011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,,,,,
957,True,https://www.amazon.com/Business-Consolidations-Mergers/b?ie=UTF8&node=154950011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Consolidation & Merger,,,,
958,True,https://www.amazon.com/Business-Decision-Making/b?ie=UTF8&node=154951011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Decision-Making & Problem Solving,,,,
959,True,https://www.amazon.com/Distribution-Warehouse-Management/b?ie=UTF8&node=8493791011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Distribution & Warehouse Management,,,,
960,True,https://www.amazon.com/Industrial-Business-Management/b?ie=UTF8&node=154952011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Industrial,,,,
961,True,https://www.amazon.com/Knowledge-Capital/b?ie=UTF8&node=10021499011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Knowledge Capital,,,,
962,True,https://www.amazon.com/Leadership-Management-Business-Investing-eBooks/b?ie=UTF8&node=154953011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Leadership,,,,
963,True,https://www.amazon.com/Management-Leadership-Business-Investing-eBooks/b?ie=UTF8&node=154954011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Management,,,,
964,True,https://www.amazon.com/Communication-in-Management/b?ie=UTF8&node=8493793011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Management,Communication in Management,,,
965,True,https://www.amazon.com/Human-Resources-Personnel-Management/b?ie=UTF8&node=8493795011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Management,Human Resources & Personnel Management,,,
966,True,https://www.amazon.com/Management-Skills/b?ie=UTF8&node=8493798011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Management,Management Skills,,,
967,True,https://www.amazon.com/Strategic-Management/b?ie=UTF8&node=8493797011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Management,Strategic Management,,,
968,True,https://www.amazon.com/Business-Management-Science/b?ie=UTF8&node=154955011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Management Science,,,,
969,True,https://www.amazon.com/Motivational-Business-Management/b?ie=UTF8&node=154956011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Motivational,,,,
970,True,https://www.amazon.com/Business-Negotiating/b?ie=UTF8&node=154957011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Negotiating,,,,
971,True,https://www.amazon.com/Business-Operations-Research/b?ie=UTF8&node=154958011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Operations Research,,,,
972,True,https://www.amazon.com/Outsourcing/b?ie=UTF8&node=8493799011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Outsourcing,,,,
973,True,https://www.amazon.com/Business-Planning-Forecasting/b?ie=UTF8&node=154960011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Planning & Forecasting,,,,
974,True,https://www.amazon.com/Business-Production-Operations/b?ie=UTF8&node=154961011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Production & Operations,,,,
975,True,https://www.amazon.com/Project-Management/b?ie=UTF8&node=8493801011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Project Management,,,,
976,True,https://www.amazon.com/Business-Project-Management/b?ie=UTF8&node=8493802011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Project Management,Business,,,
977,True,https://www.amazon.com/Technical-Project-Management/b?ie=UTF8&node=8493803011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Project Management,Technical,,,
978,True,https://www.amazon.com/Business-Quality-Control/b?ie=UTF8&node=154962011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Quality Control,,,,
979,True,https://www.amazon.com/Business-Systems-Planning/b?ie=UTF8&node=154963011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Systems & Planning,,,,
980,True,https://www.amazon.com/Business-Teams/b?ie=UTF8&node=154964011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Teams,,,,
981,True,https://www.amazon.com/Total-Quality-Management/b?ie=UTF8&node=154965011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Total Quality Management,,,,
982,True,https://www.amazon.com/Business-Leadership-Training/b?ie=UTF8&node=154966011,Kindle Store,Kindle eBooks,Business & Money,Management & Leadership,Training,,,,
983,True,https://www.amazon.com/Marketing-Sales-Business-Investing-eBooks/b?ie=UTF8&node=154967011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,,,,,
984,True,https://www.amazon.com/Advertising-Marketing-Business-Investing-eBooks/b?ie=UTF8&node=154968011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Advertising,,,,
985,True,https://www.amazon.com/Small-Business-Advertising/b?ie=UTF8&node=8493806011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Advertising,Entrepreneurship & Small Business,,,
986,True,https://www.amazon.com/Online-Advertising/b?ie=UTF8&node=8493807011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Advertising,Online Advertising,,,
987,True,https://www.amazon.com/Writing-Skills-in-Advertising/b?ie=UTF8&node=8493808011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Advertising,Writing Skills,,,
988,True,https://www.amazon.com/Consumer-Behavior/b?ie=UTF8&node=154969011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Consumer Behavior,,,,
989,True,https://www.amazon.com/Marketing-Sales-Business-Investing-eBooks/b?ie=UTF8&node=154970011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Marketing,,,,
990,True,https://www.amazon.com/Direct-Marketing/b?ie=UTF8&node=154971011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Marketing,Direct,,,
991,True,https://www.amazon.com/Industrial-Marketing/b?ie=UTF8&node=154974011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Marketing,Industrial,,,
992,True,https://www.amazon.com/Multilevel-Marketing/b?ie=UTF8&node=154975011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Marketing,Multilevel,,,
993,True,https://www.amazon.com/Market-Research-Business/b?ie=UTF8&node=154977011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Marketing,Research,,,
994,True,https://www.amazon.com/Telemarketing/b?ie=UTF8&node=154978011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Marketing,Telemarketing,,,
995,True,https://www.amazon.com/Web-Marketing-eBooks-Kindle/b?ie=UTF8&node=156152011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Marketing,Web Marketing,,,
996,True,https://www.amazon.com/Public-Relations/b?ie=UTF8&node=154979011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Public Relations,,,,
997,True,https://www.amazon.com/Sales-Marketing-Business-Investing-eBooks/b?ie=UTF8&node=154980011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Sales & Selling,,,,
998,True,https://www.amazon.com/Small-Business-Sales-Selling/b?ie=UTF8&node=8493813011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Sales & Selling,Entrepreneurship & Small Business,,,
999,True,https://www.amazon.com/Sales-Selling-Management/b?ie=UTF8&node=154982011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Sales & Selling,Management,,,
1000,True,https://www.amazon.com/Real-Estate-Sales-Selling/b?ie=UTF8&node=8493812011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Sales & Selling,Real Estate,,,
1001,True,https://www.amazon.com/Sales-Selling-Presentations/b?ie=UTF8&node=8493810011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Sales & Selling,Sales Presentations,,,
1002,True,https://www.amazon.com/Sales-Selling-Techniques/b?ie=UTF8&node=154983011,Kindle Store,Kindle eBooks,Business & Money,Marketing & Sales,Sales & Selling,Skills & Techniques,,,
1003,True,https://www.amazon.com/Organizational-Behavior/b?ie=UTF8&node=154837011,Kindle Store,Kindle eBooks,Business & Money,Organizational Behavior,,,,,
1004,True,https://www.amazon.com/Organizational-Change/b?ie=UTF8&node=154959011,Kindle Store,Kindle eBooks,Business & Money,Organizational Behavior,Organizational Change,,,,
1005,True,https://www.amazon.com/Organizational-Learning/b?ie=UTF8&node=8493717011,Kindle Store,Kindle eBooks,Business & Money,Organizational Behavior,Organizational Learning,,,,
1006,True,https://www.amazon.com/Workplace-Behavior/b?ie=UTF8&node=8493718011,Kindle Store,Kindle eBooks,Business & Money,Organizational Behavior,Workplace,,,,
1007,True,https://www.amazon.com/Personal-Finance/b?ie=UTF8&node=154984011,Kindle Store,Kindle eBooks,Business & Money,Personal Finance,,,,,
1008,True,https://www.amazon.com/Budgeting-Money-Management/b?ie=UTF8&node=8493814011,Kindle Store,Kindle eBooks,Business & Money,Personal Finance,Budgeting & Money Management,,,,
1009,True,https://www.amazon.com/Personal-Budgeting/b?ie=UTF8&node=154985011,Kindle Store,Kindle eBooks,Business & Money,Personal Finance,Budgeting & Money Management,Budgeting,,,
1010,True,https://www.amazon.com/Personal-Money-Management/b?ie=UTF8&node=154988011,Kindle Store,Kindle eBooks,Business & Money,Personal Finance,Budgeting & Money Management,Money Management,,,
1011,True,https://www.amazon.com/Credit-Ratings-Repair/b?ie=UTF8&node=8493816011,Kindle Store,Kindle eBooks,Business & Money,Personal Finance,Credit Ratings & Repair,,,,
1012,True,https://www.amazon.com/College-University-Financial-Aid/b?ie=UTF8&node=157367011,Kindle Store,Kindle eBooks,Business & Money,Personal Finance,Financial Aid,,,,
1013,True,https://www.amazon.com/Retirement-Planning/b?ie=UTF8&node=154989011,Kindle Store,Kindle eBooks,Business & Money,Personal Finance,Retirement Planning,,,,
1014,True,https://www.amazon.com/Real-Estate/b?ie=UTF8&node=154930011,Kindle Store,Kindle eBooks,Business & Money,Real Estate,,,,,
1015,True,https://www.amazon.com/Buying-Selling-Homes/b?ie=UTF8&node=154931011,Kindle Store,Kindle eBooks,Business & Money,Real Estate,Buying & Selling Homes,,,,
